#SampleID	Seq_Run	Myco_Rel_Abund	Latitude	Longitude	pH	Total_Alkalinity	Total_Hardness	Free_Chlorine	Total_Chlorine	Nitrite	Nitrate	Total_Iron	Source of Household Water	Showerhead Installation Time Frame	Frequency of Household Shower Usage	Frequency of Showerhead Cleaning	Showerhead Cleaning Solution	Showerhead Material	Interior Showerhead Finish	Showerhead System Setup	Does the Showerhead Have a Filter?	Showerhead Spray Pattern Description	How is Water Heated	Age of Hot Water Heater	Hot Water Heater Flush Frequency	Description
NTM00373	2	3.87	44.39	-74.06	6.8	180	120	0	0	0	0	0.15	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM00279	2	2.91	35.81	-78.62	6.8	100	120	0.5	0	0.3	1	0.3	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01188	2	0.05	42.08	-122.58	7.2	240	0	0	0	0.15	0	0	Well-Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Never	Showerhead
NTM01420	2	0.05	41.31	-105.59	6.6	180	250	0	0	0.1	4	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM01140	2	19.95	34.65	-118.18	6.8	80	120	0	0	0	1.5	0.05	Municipal Water System	More than 6 Months Ago	10-13 times/week	Once a Year	Bleach and Water	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Every Few Years	Showerhead
NTM01463	2	47.83	21.65	-157.93	6.4	80	300	0	0.2	0.1	6	0.1	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01478	2	3.99	21.40	-157.80	6.8	80	120	0	0	0	2	0	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Plastic	No Finish	Fixed Showerhead w/ Additional Handheld Unit	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01051	2	1.75	47.77	-122.22	6.2	40	120	0	0	0	0	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Metal	Brass	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01038	2	0.05	43.64	-72.25	6.2	60	50	0	0	0	0	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Metal	No Finish	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM00586	2	0.01	33.52	-112.34	6.5	130	25	0.1	0.1	0.03	5	0.1	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Plastic	No Finish	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	<1 Year	Never	Showerhead
NTM01055	2	4.99	37.44	-122.14	6.8	120	120	0	0	0.1	1	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Metal	Chrome	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01447	2	5.57	27.70	-82.67	7.2	150	250	0	0	5	0.7	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	Vinegar	Plastic	Chrome	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM01201	2	5.81	29.95	-90.12	8.4	130	250	0	2	0.1	2	0.1	Municipal Water System	More than 6 Months Ago	10-13 times/week	Once Every 2 Years	Vinegar	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Fine Misting of Water (Low Flow)	Gas Tankless Water Heater	>10 Years	Yearly	Showerhead
NTM01032	2	15.09	39.53	-77.57	6.2	120	120	0	0	1	10	0	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Plastic	No Finish	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	1-5 Years	Yearly	Showerhead
NTM01336	2	0.29	44.02	-123.09	6.2	60	120	0	0	0	0	0.15	Municipal Water System	Do Not Know	10-13 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01104	2	11.07	39.69	-104.85	7	120	200	0	0.5	0	0.5	0.15	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	No	Fine Misting of Water (Low Flow)	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM01198	2	0.29	35.69	-106.00	6.8	120	250	0	1	2	0	0.3	Well-Water System	Do Not Know	10-13 times/week	Never	NA	Metal	Nickel	Fixed Showerhead w/ Additional Handheld Unit	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	1-5 Years	Do Not Know	Showerhead
NTM01480	2	30.36	21.64	-157.93	7.8	120	120	0.5	0	0.3	1	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	No	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	Do Not Know	Yearly	Showerhead
NTM00999	2	39.23	37.73	-122.44	7	80	85	0	0.5	0.7	1.5	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Gas Tankless Water Heater	1-5 Years	Do Not Know	Showerhead
NTM01091	2	19.49	39.72	-104.71	7	130	200	0.1	0	0	1	0.05	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Plastic	Do Not Know	Fixed/Permanent	Do Not Know	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Never	Showerhead
NTM01261	2	0.3	43.35	-73.18	7.2	180	120	0	0	0	5	0	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Solid Brass	Brass	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM01223	2	5.24	42.31	-83.26	6.2	80	250	0	0	0.15	2	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Yearly	Showerhead
NTM01393	2	13.47	44.21	-69.06	6.2	60	120	0	0	0	0	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	Do Not Know	Fine Misting of Water (Low Flow)	Hot Water Heater	>10 Years	Never	Showerhead
NTM01102	2	39.26	37.36	-122.04	7.2	80	25	0	0.05	0	1	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	1-5 Years	Yearly	Showerhead
NTM01240	2	22.92	36.06	-114.96	6.8	180	25/425	0	0	0	0	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Brass	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Every Few Years	Showerhead
NTM00511	2	11.16	42.73	-114.52	6.2	140	250	0	0	0	1	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Once a Year	Water	Combination of Plastic/Metal	Chrome	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM01057	2	38.85	27.43	-82.47	6.2	40	250	0	2	2	0	0	Municipal Water System	More than 6 Months Ago	10-13 times/week	Once a Year	Vinegar	Metal	Chrome	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01483	2	5.94	21.29	-157.70	6.8	120	120	0	0	2	0	0	Municipal Water System	Within the Last 6 Months	14+ times/week	Never	NA	Plastic	No Finish	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	<1 Year	Never	Showerhead
NTM01046	2	0.01	37.75	-122.40	NA	NA	NA	NA	NA	0	1	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Do Not Know	Dp	Fixed/Permanent	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM01079	2	0.37	39.33	-76.61	6.2	120	338	0.5	0	0	1	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01443	2	12.44	38.96	-76.95	7.2	120	120	0	0.5	0	1	0.05	Municipal Water System	Do Not Know	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01339	2	14.88	33.97	-118.46	6.8	40	120	0	0.5	0	1	0.15	Municipal Water System	Within the Last 6 Months	10-13 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01202	2	29.82	41.34	-81.64	7.2	120	120	0	0	0	1	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Once a Month	Bleach and Water	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Every Few Years	Showerhead
NTM00600	2	0.02	38.86	-96.11	6.8	180	120	0	0	0	1	0.15	Rural Water System	More than 6 Months Ago	5-9 times/week	Once Every 6 Months	Commercial Cleaning Solution	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01417	2	9.55	30.36	-90.58	6.8	180	120	0	0	0	0	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Never	Showerhead
NTM01194	2	3.49	45.65	-111.01	7.4	150	250	0	0	0	10	0.075	Well-Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01427	2	0.63	40.73	-111.89	6.8	160	200	0	0	0	1	0.8	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Metal	Chrome	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Never	Showerhead
NTM01256	2	8.9	43.04	-87.90	6.8	180	250	0	0.5	0	1	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01482	2	8.36	21.64	-157.92	6.8	120	130	0	0	0	4	0.5	Municipal Water System	Within the Last 6 Months	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01384	2	2.48	38.44	-122.61	6.8	180	425	0	0	1.5	5	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM01489	2	4.2	21.65	-157.92	7.2	180	120	0.5	0	0.3	1	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Once a Year	Commercial Cleaning Solution	Plastic	Do Not Know	Fixed/Permanent	Do Not Know	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01349	2	7.86	43.41	-88.19	8.4	180	50	0	0	0.15	2	0.3	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01451	2	26.71	40.16	-80.23	6.5	50	250	0.2	0	0	0	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM01266	2	0.27	42.63	-88.64	8.4	240	250	0	0	0	1	0.03	Municipal Water System	Within the Last 6 Months	5-9 times/week	Once a Month	Vinegar	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Monthly	Showerhead
NTM01206	2	93.63	41.27	-95.97	7.8	120	250	0	0.5	0	1	0.07	Municipal Water System	More than 6 Months Ago	10-13 times/week	Once a Year	Vinegar	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01311	2	0.01	39.70	-105.11	6.2	110	120	0	0.3	0	0	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Nickel	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Never	Showerhead
NTM00615	2	0.02	47.29	-116.53	6.7	175	150	0	0	0	1	0.05	Well-Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Combination of Plastic/Metal	NA	Fixed/Permanent	NA	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM01208	2	12.86	40.30	-74.53	6.2	60	120	0	0	0	1	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Metal	Nickel	Fixed Showerhead w/ Additional Handheld Unit	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01025	2	1.04	42.36	-83.45	6.6	120	250	0	0.25	0	1	0.15	Municipal Water System	More than 6 Months Ago	1-4 times/week	Once Every 6 Months	Bleach and Water	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Every Few Years	Showerhead
NTM01490	2	53.8	21.65	-157.93	6.8	180	120	0	0	0	0	0	Unknown/Other	Do Not Know	10-13 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01029	2	6.77	42.68	-83.42	8.4	180	120	0	0	0	5	0.15	Well-Water System	Do Not Know	1-4 times/week	Once a Year	Water	Combination of Plastic/Metal	Chrome	Fixed/Permanent	No	Fine Misting of Water (Low Flow)	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01251	2	3.19	47.53	-121.86	6.2	80	50	0.1	0.25	0.08	1.7	0.14	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Never	Showerhead
NTM00592	2	6.98	38.88	-94.68	6.8	60	250	0	0.5	0	1	0	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Do Not Know	Do Not Know	Do Not Know	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01019	2	1.6	37.89	-122.31	7.2	120	120	0	2	0	1	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Boilers Serving Comlex	Do Not Know	NA	Showerhead
NTM01335	2	76.54	44.05	-123.04	6.2	40	425	1	0	0	1	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Never	Showerhead
NTM01085	2	3.78	34.16	-118.15	6.8	80	120	0	1	0	1	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Targeted Pattern Producing Sharp Pointed Spray	Gas Tankless Water Heater	<1 Year	Never	Showerhead
NTM01142	2	0.02	41.76	-88.06	7.8	240	50	0	0	0.3	1	0.15	Well-Water System	More than 6 Months Ago	14+ times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM01016	2	0.04	38.79	-92.34	7.3	200	25	0	0	0	0	0.3	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01305	2	0.28	40.51	-75.61	6.8	120	425	0	0	0.3	1	0	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM01072	2	23.77	47.01	-120.54	6.8	120	120	0	0	0	0	0	Municipal Water System	Within the Last 6 Months	5-9 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Yes	Drenching Forced Spray Ideal For Rinsing Shampoo	Do Not Know	Do Not Know	Do Not Know	Showerhead
NTM01428	2	4.83	31.86	-101.48	6.8	240	180	0	0	0	10	0.15	Well-Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Plastic	No Finish	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01168	2	3.02	40.48	-74.34	6.8	140	250	0	0	0	0.5	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Once a Year	Vinegar	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	>10 Years	Never	Showerhead
NTM01356	2	62.05	43.09	-87.89	6.8	120	25/425	0	0.5	0.15	1	0.15	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	Do Not Know	Never	Showerhead
NTM01442	2	8.15	41.97	-87.69	7.2	180	120	0	0	1.5	0	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	Do Not Know	Never	Showerhead
NTM00573	2	29.72	19.75	-155.09	6.8	150	120	0.2	0.5	0	5	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01001	2	51.48	41.86	-87.62	6.8	120	250	0	0.5	0	0	0.15	Municipal Water System	Within the Last 6 Months	10-13 times/week	Never	NA	Plastic	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	<1 Year	Do Not Know	Showerhead
NTM01249	2	0.34	33.79	-84.31	6.2	80	25/450	0	0	0.3	2	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Combination of Plastic/Metal	No Finish	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01407	2	57.6	34.12	-84.30	6.2	40	50	0	0	0.15	1	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Once Every 6 Months	Bleach and Water	Metal	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01088	2	25.88	36.97	-121.79	6.8	240	425	0	0.5	0.15	5	0	Municipal Water System	More than 6 Months Ago	1-4 times/week	Once a Year	Commercial Cleaning Solution	Combination of Plastic/Metal	Chrome	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Never	Showerhead
NTM01232	2	0.02	41.57	-71.29	6.2	80	120	0	0	0	0	0	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Metal	Chrome	Fixed Showerhead w/ Additional Handheld Unit	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Do Not Know	Showerhead
NTM01009	2	3.6	39.23	-84.40	6.8	40	120	0	0.2	0	1	0	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01317	2	48.01	40.08	-83.02	6.2	40	120	0.5	0.5	0	0.15	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01282	2	52.57	41.14	-73.49	6.2	80	50	0	0	0	1	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Every Few Years	Showerhead
NTM01481	2	11.84	21.65	-157.92	7.8	240	250	0	0	0	2	0.15	Municipal Water System	More than 6 Months Ago	14+ times/week	Once a Month	Commercial Cleaning Solution	Metal	Do Not Know	Fixed Showerhead w/ Additional Handheld Unit	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Electric Tankless Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01421	2	0.02	32.27	-110.81	6.8	120	120	0	0	1	0	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Never	NA	Metal	Do Not Know	Fixed/Permanent	Yes	Multiple Interchangeable Spray Patterns	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01382	2	6.22	37.76	-122.45	6.2	80	120	0	0	1.5	20	0	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed Showerhead w/ Additional Handheld Unit	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	6-10 Years	Never	Showerhead
NTM01146	2	0.09	42.37	-71.08	6.4	80	120	0	0.5	0	1	0.15	Municipal Water System	More than 6 Months Ago	1-4 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Do Not Know	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01153	2	0.32	39.96	-74.35	6.2	120	120	0	0	0	0	0.3	Municipal Water System	Do Not Know	5-9 times/week	Once a Year	Bleach and Water	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	>10 Years	Do Not Know	Showerhead
NTM00975	2	2.48	34.17	-118.18	6.8	150	250	0	0	0	10	0.6	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Metal	No Finish	Fixed/Permanent	Do Not Know	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	1-5 Years	Every Few Years	Showerhead
NTM01067	2	47.43	26.04	-80.30	6.4	60	50	0	0.5	0	0	0.15	Municipal Water System	More than 6 Months Ago	10-13 times/week	Once Every 6 Months	Bleach and Water	Metal	Do Not Know	Fixed/Permanent	No	Wide Coverage That Feels Like Drenching Rain	Hot Water Heater	<1 Year	Never	Showerhead
NTM01309	2	0.03	38.85	-104.89	6.8	80	25	0	0	0	2	0.75	Municipal Water System	More than 6 Months Ago	5-9 times/week	Once a Year	Soapy Water	Plastic	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Yearly	Showerhead
NTM00995	2	58.41	35.18	-82.76	6.2	40	50	0	0	2	0	0.15	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Yearly	Showerhead
NTM01375	2	24.25	40.42	-75.34	6.8	180	120	0	0	0.1	2	0.15	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Combination of Plastic/Metal	Do Not Know	Fixed/Permanent	Yes	Targeted Pattern Producing Sharp Pointed Spray	Hot Water Heater	1-5 Years	Never	Showerhead
NTM01265	2	1.16	42.53	-83.17	6.8	120	120	0	0	0	1	0.15	Municipal Water System	Within the Last 6 Months	5-9 times/week	Never	NA	Do Not Know	Do Not Know	Fixed/Permanent	No	Multiple Interchangeable Spray Patterns	Hot Water Heater	Do Not Know	Do Not Know	Showerhead
NTM01103	2	0.03	39.60	-105.35	6.2	120	120	0	0	0	1	0.15	Well-Water System	Within the Last 6 Months	14+ times/week	Never	NA	Plastic	Do Not Know	Fixed/Permanent	Do Not Know	Multiple Interchangeable Spray Patterns	Hot Water Heater	1-5 Years	Every Few Years	Showerhead
NTM01246	2	58.67	43.09	-89.35	8.4	210	250	0	0	0	2	0.05	Municipal Water System	More than 6 Months Ago	14+ times/week	Never	NA	Combination of Plastic/Metal	Chrome	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Do Not Know	Showerhead
NTM01108	2	9.61	41.41	-72.61	6.2	120	120	0	0	0	5	0.15	Well-Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Plastic	No Finish	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	>10 Years	Never	Showerhead
NTM01002	2	8.48	39.77	-75.65	6.8	160	250	0	0	0	10	0	Municipal Water System	More than 6 Months Ago	5-9 times/week	Never	NA	Stainless Steel	Stainless Steel	Fixed/Permanent	No	Drenching Forced Spray Ideal For Rinsing Shampoo	Hot Water Heater	6-10 Years	Never	Showerhead
